"value" "ind_mu" "mu" "mu_j"
"1" 5.57618293082725 1 -2.5464548051906 -2.58422670450331
"2" 4.55082670060995 2 0.0577652440280665 0.0431620279677015
"3" 4.48547457077887 3 -0.666717025303444 -0.598735154037312
"4" 2.88864244093228 4 -2.43876149488457 -2.35315650062213
"5" 4.60466827136575 5 5.13893143028555 5.19628393147208
"6" 5.80221751737251 6 -2.42897119394766 -2.40182610594515
"7" 3.47615875025125 7 1.9179224220414 1.69538899087538
"8" 5.71014715427113 8 0.45916758244147 0.491030347825596
"9" 5.59565345321738 9 -0.764620034672566 -0.770665557908191
